2.650599479675292969e-01,8.387616276741027832e-02,6.244595721364021301e-02,5.345838889479637146e-02,1.448363512754440308e-01,1.303717195987701416e-01,2.511872947216033936e-01,2.650599479675292969e-01,2.006981819868087769e-01,6.610962748527526855e-02,6.498353928327560425e-02,7.769076526165008545e-02,8.673544973134994507e-02,2.120821923017501831e-01,2.650599479675292969e-01,1.507778763771057129e-01,2.520119845867156982e-01,1.857251673936843872e-02,9.392183274030685425e-02,4.640216007828712463e-03,1.125089265406131744e-02,2.834235318005084991e-02,1.698449812829494476e-02,6.344573106616735458e-03,2.223697304725646973e-01,2.650599479675292969e-01,2.650599479675292969e-01,1.096876859664916992e-01,7.407717406749725342e-02,1.658461838960647583e-01,1.007586419582366943e-01,6.805183738470077515e-02,2.426991611719131470e-01,1.451933681964874268e-01,2.650599479675292969e-01,2.650599479675292969e-01
1.081012263894081116e-01,1.197867766022682190e-01,8.722727000713348389e-02,1.179238781332969666e-01,2.323079705238342285e-01,2.323079705238342285e-01,2.323079705238342285e-01,2.323079705238342285e-01,2.323079705238342285e-01,1.555414497852325439e-01,8.633647859096527100e-02,2.323079705238342285e-01,8.663941919803619385e-02,1.060990765690803528e-01,7.603576034307479858e-02,1.318724602460861206e-01,1.414683312177658081e-01,6.233592331409454346e-02,2.323079705238342285e-01,2.323079705238342285e-01,1.571302860975265503e-01,7.261192053556442261e-02,2.323079705238342285e-01,1.758798062801361084e-01,2.323079705238342285e-01,9.875132143497467041e-02,2.323079705238342285e-01,1.800824105739593506e-01,1.884061992168426514e-01,1.209288164973258972e-01,1.088085919618606567e-01,7.782511413097381592e-02,5.377406999468803406e-02,1.022772938013076782e-01,1.996602416038513184e-01,1.924096941947937012e-01
1.405621618032455444e-01,4.711966589093208313e-02,1.419795751571655273e-01,1.304775625467300415e-01,1.619491130113601685e-01,1.013916209340095520e-01,1.529819816350936890e-01,2.380491793155670166e-01,2.077183574438095093e-01,2.380491793155670166e-01,1.565075218677520752e-01,2.081101983785629272e-01,9.800500422716140747e-02,1.596055179834365845e-01,2.380491793155670166e-01,2.063990235328674316e-01,1.764876246452331543e-01,2.380491793155670166e-01,1.669508665800094604e-01,3.836254030466079712e-02,7.937569916248321533e-02,1.834358274936676025e-02,9.871105104684829712e-02,1.020032092928886414e-01,1.585958898067474365e-01,2.380491793155670166e-01,2.006106972694396973e-01,2.224821299314498901e-01,6.079432740807533264e-02,1.534002274274826050e-01,1.696326136589050293e-01,1.168215945363044739e-01,1.526324152946472168e-01,2.248187176883220673e-02,2.380491793155670166e-01,2.380491793155670166e-01
7.459048647433519363e-03,2.457304857671260834e-03,2.106585307046771049e-03,4.351652227342128754e-03,6.377939879894256592e-02,3.010993124917149544e-03,4.260285291820764542e-03,6.443134043365716934e-03,5.039992742240428925e-03,2.968371212482452393e-01,2.968371212482452393e-01,2.968371212482452393e-01,5.158117972314357758e-03,1.696687340736389160e-01,2.124380171298980713e-01,2.968371212482452393e-01,1.122241094708442688e-01,2.363590151071548462e-01,4.200973734259605408e-02,2.885871799662709236e-03,7.939574308693408966e-03,2.743492424488067627e-01,2.968371212482452393e-01,1.038293018937110901e-01,4.166117683053016663e-02,3.640691190958023071e-02,2.169864997267723083e-02,2.199292927980422974e-01,1.857698410749435425e-01,1.988170444965362549e-01,1.601606011390686035e-01,2.968371212482452393e-01,1.101238504052162170e-01,3.833178430795669556e-02,2.240173965692520142e-01,1.463556587696075439e-01
7.397268712520599365e-02,9.564734995365142822e-03,2.151650637388229370e-01,8.985087275505065918e-02,1.187492609024047852e-01,8.603067696094512939e-02,2.914156913757324219e-01,2.914156913757324219e-01,1.568062305450439453e-01,1.318857222795486450e-01,9.026987105607986450e-02,2.914156913757324219e-01,1.263672113418579102e-01,1.430179774761199951e-01,1.390821784734725952e-01,1.189905405044555664e-01,4.584701731801033020e-02,1.174848247319459915e-02,3.513722866773605347e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.265298633370548487e-04,4.886097274720668793e-03,6.768280267715454102e-02,2.914156913757324219e-01,2.040007617324590683e-03,6.486581265926361084e-02,2.914156913757324219e-01,2.200116366147994995e-01,1.954044848680496216e-01,2.914156913757324219e-01,5.932620912790298462e-02,1.304258685559034348e-02,1.286657750606536865e-01,2.914156913757324219e-01,2.914156913757324219e-01
1.430954337120056152e-01,3.364906832575798035e-02,7.044574618339538574e-02,4.614764079451560974e-02,2.884798049926757812e-01,9.694708883762359619e-02,2.032243907451629639e-01,1.352230608463287354e-01,5.417390540242195129e-02,4.112017527222633362e-02,2.250733412802219391e-02,7.986411452293395996e-02,8.043852448463439941e-02,2.884798049926757812e-01,9.669046849012374878e-02,1.601155102252960205e-01,7.351726293563842773e-02,8.438397943973541260e-02,3.372151404619216919e-02,1.696162670850753784e-01,8.436197787523269653e-02,1.989548057317733765e-01,2.496012598276138306e-01,1.728037446737289429e-01,4.997444897890090942e-02,8.984728902578353882e-02,9.872457385063171387e-02,1.944206357002258301e-01,1.442616879940032959e-01,1.803178638219833374e-01,2.826550006866455078e-01,2.884798049926757812e-01,2.884798049926757812e-01,1.901303976774215698e-01,2.884798049926757812e-01,1.564152836799621582e-01
7.751693017780780792e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.027538061141967773e-01,1.078886166214942932e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.503729589283466339e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.027538061141967773e-01,5.101942457258701324e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.529348194599151611e-01,8.113472163677215576e-02,2.519083917140960693e-01,3.027538061141967773e-01,1.339339315891265869e-01,2.560482593253254890e-03,4.103751480579376221e-02,1.619225926697254181e-02,1.735297739505767822e-01,3.230920806527137756e-02,2.375231981277465820e-01,3.027538061141967773e-01,3.027538061141967773e-01,3.027538061141967773e-01,2.242892533540725708e-01,2.980878353118896484e-01,2.456538677215576172e-01,1.946791112422943115e-01
1.735167950391769409e-01,1.704647578299045563e-02,3.870509937405586243e-02,6.023545190691947937e-02,8.482393622398376465e-02,0.000000000000000000e+00,7.382309436798095703e-02,0.000000000000000000e+00,2.958006560802459717e-01,5.475287325680255890e-03,4.894903860986232758e-03,5.244005098938941956e-02,4.200132563710212708e-02,5.302392691373825073e-02,3.342161327600479126e-02,2.764107426628470421e-03,2.837181650102138519e-02,1.991463126614689827e-03,2.589582838118076324e-02,7.633230090141296387e-02,9.317688643932342529e-02,2.958006560802459717e-01,2.958006560802459717e-01,6.101241335272789001e-02,2.958006560802459717e-01,2.958006560802459717e-01,2.086144089698791504e-01,1.169447302818298340e-01,2.214461714029312134e-01,1.241429299116134644e-01,5.163764581084251404e-02,2.958006560802459717e-01,2.958006560802459717e-01,2.958006560802459717e-01,2.958006560802459717e-01,1.087224259972572327e-01
2.396419942378997803e-01,2.396419942378997803e-01,1.954444646835327148e-01,1.195210590958595276e-01,1.074249297380447388e-01,1.265539079904556274e-01,8.679911494255065918e-02,3.033105097711086273e-02,6.981210410594940186e-02,2.196962833404541016e-01,2.396419942378997803e-01,2.396419942378997803e-01,2.396419942378997803e-01,2.324967682361602783e-01,1.717998534440994263e-01,1.438743919134140015e-01,2.250640988349914551e-01,1.635370850563049316e-01,2.078235447406768799e-01,1.123080775141716003e-01,8.381158858537673950e-02,3.696989268064498901e-02,1.685549914836883545e-01,9.233866631984710693e-02,1.556715369224548340e-01,2.396419942378997803e-01,1.502140760421752930e-01,1.652540266513824463e-01,2.062581628561019897e-01,6.830650568008422852e-02,7.353280484676361084e-02,1.036658659577369690e-01,1.377853304147720337e-01,1.492262035608291626e-01,1.669487059116363525e-01,1.562124490737915039e-01
4.952590540051460266e-02,7.675508409738540649e-02,9.614390879869461060e-02,6.923795491456985474e-02,2.469677180051803589e-01,7.148744910955429077e-02,8.596172928810119629e-02,9.928182512521743774e-02,3.056482970714569092e-02,2.098314929753541946e-03,7.903441786766052246e-03,2.469677180051803589e-01,2.469677180051803589e-01,2.469677180051803589e-01,2.010786533355712891e-01,2.469677180051803589e-01,6.941991858184337616e-03,2.991436980664730072e-03,1.020223945379257202e-01,4.330674558877944946e-02,2.016921937465667725e-01,6.086128205060958862e-02,2.469677180051803589e-01,1.692824363708496094e-01,2.469677180051803589e-01,2.469677180051803589e-01,2.315830886363983154e-01,1.138015314936637878e-01,2.469677180051803589e-01,2.469677180051803589e-01,1.280149221420288086e-01,1.318411082029342651e-01,1.724274605512619019e-01,1.649854779243469238e-01,2.108712941408157349e-01,1.294070929288864136e-01
